model,benchmark,category,template,count,denominator,percentage
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected numeral,4,11300,0.035398
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,tactic 'ID' proved that the proposition,4,11300,0.035398
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"tactic failed, resulting expression contains metavariables",4,11300,0.035398
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",4,11300,0.035398
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"invalid {...} notation, expected type is not known",4,11300,0.035398
DeepSeek-Prover-V2-7B,ProofNet,Unresolved name,'ID' is not a field of structure 'ID',4,11300,0.035398
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or 'TOKEN',3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or identifier,3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,aesop: internal error: extracted proof has metavariables.,3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"extensionality tactic only applies to equalities, not 'TYPE'",3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,no applicable extensionality theorem found for 'TYPE',3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"failed to compile definition, consider marking it as 'noncomputable' because it depends on 'ID', and it does not have executable code",3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,failed to solve universe constraint,3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"invalid 'ID' notation, expected result type of cast is",3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,invalid use of field notation with 'ID' modifier,3,11300,0.026549
DeepSeek-Prover-V2-7B,ProofNet,Missing instance,choose!: failed to synthesize any nonempty instances 'TYPE',2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or term,2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN'",2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,'ID' requires a term of the form 'ID' where 'ID' appears in the local context,2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"'ID' tactic failed, has type",2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,expected 'ID' or indented tactic sequence,2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"invalid 'ID' tactic, expected type has not been provided",2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"tactic 'ID' failed, failed to prove the goal",2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"tactic 'ID' failed, no applicable constructor found",2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"tactic 'ID' failed, no if-then-else conditions to split",2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,expected type must not contain free or meta variables,2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,type mismatch when assigning motive,2,11300,0.017699
DeepSeek-Prover-V2-7B,ProofNet,Missing instance,"synthesized type class instance is not definitionally equal to expression inferred by typing rules, synthesized",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Resource exhaustion,maximum recursion depth has been reached,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected end of input; expected 'TOKEN',1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,"unexpected end of input; expected 'TOKEN', 'TOKEN' or 'TOKEN'",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected identifier; expected command,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected syntax,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or tactic,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN' or 'TOKEN'",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN' or term",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected term,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,aesop: internal error during proof reconstruction: goal NUM was not normalised.,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,failed to rewrite using equation theorems for 'ID',1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,interval_cases failed: could not find bounds on 'TERM',1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,missing cases:,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,"tactic 'ID' failed, equality of constructor applications expected",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Tactic failure,tactic 'ID' has not been implemented,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,'ID' is not a structure,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,expected structure,1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"invalid 'ID' notation, the equality",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"invalid field notation, identifier or numeral expected",1,11300,0.008850
DeepSeek-Prover-V2-7B,ProofNet,Type mismatch,"numerals are data in Lean, but the expected type is universe polymorphic and may be a proposition",1,11300,0.008850
DeepSeek-Prover-V2-7B,Putnam,Resource exhaustion,"(deterministic) timeout at 'ID', maximum number of heartbeats (NUM) has been reached",8878,37665,23.570954
DeepSeek-Prover-V2-7B,Putnam,Unsolved goals,unsolved goals,8849,37665,23.493960
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,linarith failed to find a contradiction,2539,37665,6.741006
DeepSeek-Prover-V2-7B,Putnam,Missing instance,failed to synthesize,2113,37665,5.609983
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,tactic 'ID' made no progress,1972,37665,5.235630
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,type mismatch,1703,37665,4.521439
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,unknown identifier 'ID',1626,37665,4.317005
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, nested error",1407,37665,3.735564
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,application type mismatch,1228,37665,3.260321
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,omega could not prove the goal:,1054,37665,2.798354
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",1013,37665,2.689500
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,unknown constant 'ID',678,37665,1.800080
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",522,37665,1.385902
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid field notation, type is not of the form (C ...) where C is a constant",500,37665,1.327492
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, possible reasons",409,37665,1.085889
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, failed to unify",309,37665,0.820390
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type",268,37665,0.711536
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,function expected at 'ID',236,37665,0.626576
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, equality or iff proof expected",208,37665,0.552237
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, insufficient number of binders",205,37665,0.544272
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"aesop: error in norm simp: tactic 'ID' failed, nested error",158,37665,0.419488
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,mod_cast has type,148,37665,0.392938
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid projection, structure expected",118,37665,0.313288
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"numerals are data in Lean, but the expected type is a proposition",101,37665,0.268153
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,no goals to be solved,97,37665,0.257534
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,invalid argument: variable 'ID' is not a proposition or let-declaration,95,37665,0.252224
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',65,37665,0.172574
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,rcases tactic failed: 'ID' is not an inductive datatype,62,37665,0.164609
DeepSeek-Prover-V2-7B,Putnam,Resource exhaustion,maximum recursion depth has been reached,59,37665,0.156644
DeepSeek-Prover-V2-7B,Putnam,Missing instance,"typeclass instance problem is stuck, it is often due to metavariables",51,37665,0.135404
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid constructor ⟨...⟩, insufficient number of arguments for 'ID'",43,37665,0.114164
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, invalid equality proof, it is not of the form (x = t) or (t = x)",42,37665,0.111509
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,tactic 'ID' failed,41,37665,0.108854
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,not a positivity goal,38,37665,0.100889
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,tauto failed to solve some goals.,38,37665,0.100889
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",38,37665,0.100889
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,tactic 'ID' proved that the proposition,35,37665,0.092924
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected command,32,37665,0.084960
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,unexpected bound variable #NUM,32,37665,0.084960
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,"ambiguous, possible interpretations",30,37665,0.079650
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",29,37665,0.076995
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,no applicable extensionality theorem found for 'TYPE',27,37665,0.071685
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, major premise type is not an inductive type",27,37665,0.071685
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type with only one constructor",27,37665,0.071685
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,failed to prove positivity/nonnegativity/nonzeroness,26,37665,0.069030
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',25,37665,0.066375
DeepSeek-Prover-V2-7B,Putnam,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",24,37665,0.063720
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,rcases tactic failed: 'TERM',20,37665,0.053100
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, 'ID' is not an inductive datatype",20,37665,0.053100
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"type expected, got",18,37665,0.047790
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,stuck at solving universe constraint,17,37665,0.045135
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, motive is not type correct",16,37665,0.042480
DeepSeek-Prover-V2-7B,Putnam,Missing instance,type class instance expected,15,37665,0.039825
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected identifier; expected 'TOKEN',15,37665,0.039825
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,invalid alternative name 'ID',15,37665,0.039825
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,don't know how to synthesize implicit argument 'ID',15,37665,0.039825
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,"overloaded, errors",14,37665,0.037170
DeepSeek-Prover-V2-7B,Putnam,Syntax error,expected token,13,37665,0.034515
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected end of input; expected 'TOKEN',13,37665,0.034515
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"extensionality tactic only applies to equalities, not 'TYPE'",13,37665,0.034515
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,expected type must not contain free or meta variables,13,37665,0.034515
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or tactic,12,37665,0.031860
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, failed to prove the goal",11,37665,0.029205
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, no applicable constructor found",11,37665,0.029205
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,interval_cases failed: unsupported type 'TYPE',10,37665,0.026550
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid projection, structure has only NUM field(s)",10,37665,0.026550
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"ring failed, ring expressions not equal",9,37665,0.023895
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,couldn't rearrange comparison 'TERM',8,37665,0.021240
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,invalid pattern: constructor or constant marked with 'ID' expected,8,37665,0.021240
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,tactic 'ID' failed for proposition,7,37665,0.018585
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, no if-then-else conditions to split",7,37665,0.018585
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected 'TOKEN',6,37665,0.015930
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,alternative 'ID' has not been provided,6,37665,0.015930
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,failed to infer 'ID' declaration type,6,37665,0.015930
DeepSeek-Prover-V2-7B,Putnam,Missing instance,"invalid 'TYPE' step, failed to synthesize 'TYPE' instance",5,37665,0.013275
DeepSeek-Prover-V2-7B,Putnam,Resource exhaustion,(kernel) deterministic timeout,5,37665,0.013275
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or 'TOKEN',5,37665,0.013275
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,target,5,37665,0.013275
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,'ID' is not a field of structure 'ID',5,37665,0.013275
DeepSeek-Prover-V2-7B,Putnam,Syntax error,expected interpolated string,4,37665,0.010620
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected identifier; expected command,4,37665,0.010620
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,aesop: internal error during proof reconstruction: goal NUM was not normalised.,4,37665,0.010620
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,aesop: internal error: extracted proof has metavariables.,4,37665,0.010620
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic 'ID' failed, pattern is a metavariable",4,37665,0.010620
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,unexpected relation type,4,37665,0.010620
DeepSeek-Prover-V2-7B,Putnam,Syntax error,expected no space before,3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Syntax error,"unexpected identifier; expected 'TOKEN', 'TOKEN' or 'TOKEN'",3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected syntax,3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"'ID' tactic failed, has type",3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"failed to prove nonnegativity, but it would be possible to prove nonzeroness if desired",3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,too many arguments supplied to 'ID',3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,invalid argument name 'ID' for function 'ID',3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,"ambiguous term, use fully qualified name, possible interpretations ['ID']",3,37665,0.007965
DeepSeek-Prover-V2-7B,Putnam,Missing instance,aesop: error in norm simp: failed to synthesize,2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected term,2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,argument passed to nlinarith has metavariables:,2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"dependent elimination failed, failed to solve equation",2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,expected 'ID' or indented tactic sequence,2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"invalid 'ID', proposition expected",2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"too many variable names provided at alternative 'ID', #NUM provided, but #NUM expected",2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Type mismatch,"invalid 'ID' notation, argument",2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Unresolved name,unknown tactic 'ID',2,37665,0.005310
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or identifier,1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or term,1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Syntax error,"unexpected token 'TOKEN'; expected Aesop.builder_name, Aesop.builder_option, Aesop.phase or Aesop.priority",1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"aesop: error in norm simp: simp failed, maximum number of steps exceeded",1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,aesop: error while running norm rule norm|constructors|global|ULift: rule produced more than one subgoal.,1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,aesop: exceeded maximum number of normalisation iterations (NUM). This means normalisation probably got stuck in an infinite loop.,1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonzeroness if desired",1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,failed to rewrite using equation theorems for 'ID',1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,gcongr did not make progress,1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,index in target's type is not a variable (consider using the 'ID' tactic instead),1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,missing cases:,1,37665,0.002655
DeepSeek-Prover-V2-7B,Putnam,Tactic failure,"tactic failed, resulting expression contains metavariables",1,37665,0.002655
